participant_id,video_id,survey_batch_id,age,gender,race,education,income,sen_seek,human_perceived_msv,predicted_msv,cot_reasoning,thought_summary,example_pairs,raw_response,human_emotional,human_arousing,human_involving,human_exciting,human_powerful_impact,human_stimulating,human_strong_visual,human_strong_soundeffect,human_dramatic,human_graphic,human_creative,human_goosebump,human_intense,human_strong_soundtrack,human_novel,human_unique,human_unusual,ai_emotional,ai_arousing,ai_involving,ai_exciting,ai_powerful_impact,ai_stimulating,ai_strong_visual,ai_strong_soundeffect,ai_dramatic,ai_graphic,ai_creative,ai_goosebump,ai_intense,ai_strong_soundtrack,ai_novel,ai_unique,ai_unusual
468,650,5_35,33,Male,White or Caucasian,2.0,2.0,2.125,1.705882353,,,,,N must be divisible by block_n,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
468,712,5_91,33,Male,White or Caucasian,2.0,2.0,2.125,4.352941176,,,,,N must be divisible by block_n,1.0,4.0,4.0,7.0,1.0,7.0,7.0,7.0,1.0,7.0,7.0,1.0,4.0,7.0,4.0,1.0,4.0,,,,,,,,,,,,,,,,,
470,712,5_91,40,Male,White or Caucasian,2.0,3.0,3.5,5.588235294,,,,,N must be divisible by block_n,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,4.0,5.0,5.0,7.0,6.0,6.0,,,,,,,,,,,,,,,,,
470,662,5_46,40,Male,White or Caucasian,2.0,3.0,3.5,1.235294118,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
470,650,5_35,40,Male,White or Caucasian,2.0,3.0,3.5,1.0,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
471,708,5_88,25,Female,White or Caucasian,4.0,6.0,3.75,5.588235294,,,,,N must be divisible by block_n,6.0,5.0,6.0,7.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,,,,,,,,,,,,,,,,,
473,657,5_41,36,Male,White or Caucasian,5.0,nan,2.375,4.058823529,,,,,N must be divisible by block_n,3.0,4.0,5.0,5.0,4.0,4.0,6.0,5.0,2.0,2.0,5.0,1.0,3.0,4.0,5.0,6.0,5.0,,,,,,,,,,,,,,,,,
473,609,5_106,36,Male,White or Caucasian,5.0,nan,2.375,4.235294118,,,,,N must be divisible by block_n,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,6.0,5.0,5.0,2.0,4.0,3.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,
474,681,5_63,25,Male,White or Caucasian,6.0,3.0,1.25,1.176470588,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
475,701,5_81,22,Male,White or Caucasian,4.0,5.0,1.0,2.352941176,,,,,N must be divisible by block_n,1.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,2.0,3.0,1.0,1.0,6.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,
476,643,5_29,28,Female,Asian,6.0,2.0,2.25,2.0,,,,,N must be divisible by block_n,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
477,690,5_71,37,Female,White or Caucasian,5.0,6.0,1.25,3.235294118,,,,,N must be divisible by block_n,3.0,3.0,3.0,2.0,2.0,3.0,5.0,5.0,3.0,4.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,
478,667,5_50,52,Male,Black or African American,2.0,2.0,1.5,3.588235294,,,,,N must be divisible by block_n,2.0,2.0,4.0,2.0,2.0,4.0,6.0,6.0,6.0,2.0,5.0,1.0,2.0,2.0,5.0,4.0,6.0,,,,,,,,,,,,,,,,,
478,708,5_88,52,Male,Black or African American,2.0,2.0,1.5,2.411764706,,,,,N must be divisible by block_n,2.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
480,667,5_50,21,Male,nan,6.0,3.0,3.875,3.294117647,,,,,N must be divisible by block_n,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,5.0,5.0,,,,,,,,,,,,,,,,,
481,701,5_81,48,Male,White or Caucasian,6.0,3.0,3.25,3.529411765,,,,,N must be divisible by block_n,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,4.0,3.0,2.0,5.0,3.0,5.0,3.0,,,,,,,,,,,,,,,,,
481,624,5_12,48,Male,White or Caucasian,6.0,3.0,3.25,4.058823529,,,,,N must be divisible by block_n,5.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,6.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,
484,650,5_35,60,Female,White or Caucasian,4.0,3.0,3.625,3.470588235,,,,,N must be divisible by block_n,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
484,681,5_63,60,Female,White or Caucasian,4.0,3.0,3.625,4.0,,,,,N must be divisible by block_n,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,
485,662,5_46,28,Female,White or Caucasian,2.0,3.0,3.125,1.0,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
486,650,5_35,26,Female,White or Caucasian,4.0,5.0,2.875,4.117647059,,,,,N must be divisible by block_n,6.0,4.0,5.0,3.0,6.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,
486,657,5_41,26,Female,White or Caucasian,4.0,5.0,2.875,3.529411765,,,,,N must be divisible by block_n,3.0,5.0,5.0,2.0,5.0,5.0,6.0,4.0,5.0,5.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
489,690,5_71,52,Male,Other,5.0,2.0,2.0,3.176470588,,,,,N must be divisible by block_n,1.0,1.0,4.0,5.0,4.0,6.0,5.0,5.0,4.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
490,657,5_41,26,Female,Asian,3.0,3.0,2.375,1.176470588,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
490,701,5_81,26,Female,Asian,3.0,3.0,2.375,1.0,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
491,667,5_50,29,Female,White or Caucasian,5.0,1.0,2.125,5.411764706,,,,,N must be divisible by block_n,7.0,5.0,6.0,6.0,6.0,7.0,7.0,5.0,7.0,6.0,4.0,2.0,6.0,4.0,4.0,5.0,5.0,,,,,,,,,,,,,,,,,
493,662,5_46,53,Female,White or Caucasian,6.0,2.0,2.5,2.823529412,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,2.0,2.0,5.0,7.0,3.0,5.0,5.0,1.0,3.0,7.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
493,609,5_106,53,Female,White or Caucasian,6.0,2.0,2.5,3.0,,,,,N must be divisible by block_n,2.0,1.0,3.0,3.0,1.0,2.0,4.0,3.0,4.0,5.0,4.0,1.0,3.0,4.0,2.0,4.0,5.0,,,,,,,,,,,,,,,,,
493,712,5_91,53,Female,White or Caucasian,6.0,2.0,2.5,5.176470588,,,,,N must be divisible by block_n,4.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,3.0,5.0,5.0,6.0,7.0,5.0,,,,,,,,,,,,,,,,,
496,681,5_63,35,Female,White or Caucasian,5.0,2.0,2.375,3.941176471,,,,,N must be divisible by block_n,6.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,5.0,2.0,4.0,6.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
496,609,5_106,35,Female,White or Caucasian,5.0,2.0,2.375,4.294117647,,,,,N must be divisible by block_n,2.0,5.0,2.0,5.0,5.0,5.0,7.0,4.0,4.0,2.0,6.0,3.0,2.0,5.0,5.0,6.0,5.0,,,,,,,,,,,,,,,,,
501,650,5_35,31,Male,"White or Caucasian,Black or African American,Other",3.0,5.0,2.5,1.352941176,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
501,712,5_91,31,Male,"White or Caucasian,Black or African American,Other",3.0,5.0,2.5,2.882352941,,,,,N must be divisible by block_n,2.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,6.0,1.0,1.0,5.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,
502,708,5_88,58,Female,Black or African American,3.0,5.0,3.857142857,6.117647059,,,,,N must be divisible by block_n,5.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,3.0,7.0,1.0,7.0,7.0,7.0,7.0,6.0,,,,,,,,,,,,,,,,,
502,643,5_29,58,Female,Black or African American,3.0,5.0,3.857142857,3.941176471,,,,,N must be divisible by block_n,2.0,6.0,5.0,4.0,6.0,4.0,7.0,4.0,3.0,1.0,4.0,1.0,2.0,2.0,6.0,6.0,4.0,,,,,,,,,,,,,,,,,
504,667,5_50,55,Female,White or Caucasian,5.0,1.0,2.875,3.882352941,,,,,N must be divisible by block_n,4.0,4.0,5.0,5.0,4.0,5.0,2.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,
505,736,6_112,41,Female,White or Caucasian,5.0,6.0,2.25,5.588235294,,,,,N must be divisible by block_n,5.0,4.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,,,,,,,,,,,,,,,,,
506,832,6_91,29,Male,White or Caucasian,5.0,3.0,2.0,4.529411765,,,,,N must be divisible by block_n,5.0,4.0,5.0,4.0,4.0,4.0,6.0,6.0,5.0,5.0,6.0,2.0,4.0,6.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,,
507,793,6_56,49,Male,White or Caucasian,5.0,3.0,1.875,2.823529412,,,,,N must be divisible by block_n,1.0,1.0,1.0,4.0,5.0,7.0,6.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,6.0,1.0,,,,,,,,,,,,,,,,,
507,775,6_4,49,Male,White or Caucasian,5.0,3.0,1.875,4.235294118,,,,,N must be divisible by block_n,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,7.0,4.0,4.0,1.0,5.0,7.0,7.0,,,,,,,,,,,,,,,,,
507,814,6_75,49,Male,White or Caucasian,5.0,3.0,1.875,1.0,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
509,805,6_67,29,Female,Black or African American,5.0,3.0,2.25,4.705882353,,,,,N must be divisible by block_n,7.0,1.0,4.0,4.0,7.0,3.0,7.0,4.0,4.0,6.0,6.0,1.0,4.0,4.0,7.0,7.0,4.0,,,,,,,,,,,,,,,,,
509,799,6_61,29,Female,Black or African American,5.0,3.0,2.25,3.764705882,,,,,N must be divisible by block_n,4.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,
511,742,6_118,26,Female,White or Caucasian,5.0,5.0,3.625,3.647058824,,,,,N must be divisible by block_n,2.0,2.0,4.0,5.0,4.0,1.0,3.0,3.0,5.0,5.0,6.0,6.0,4.0,5.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,
512,742,6_118,55,Female,"White or Caucasian,Black or African American",5.0,nan,2.625,2.176470588,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,5.0,6.0,,,,,,,,,,,,,,,,,
513,831,6_90,22,Female,White or Caucasian,6.0,2.0,2.25,3.823529412,,,,,N must be divisible by block_n,2.0,2.0,4.0,3.0,1.0,3.0,3.0,5.0,3.0,2.0,6.0,7.0,6.0,6.0,5.0,1.0,6.0,,,,,,,,,,,,,,,,,
514,730,6_107,66,Male,Asian,4.0,2.0,2.5,4.647058824,,,,,N must be divisible by block_n,4.0,4.0,7.0,4.0,5.0,5.0,7.0,4.0,5.0,1.0,6.0,1.0,6.0,5.0,5.0,6.0,4.0,,,,,,,,,,,,,,,,,
514,833,6_92,66,Male,Asian,4.0,2.0,2.5,1.529411765,,,,,N must be divisible by block_n,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
517,799,6_61,27,Non-binary / third gender,White or Caucasian,3.0,4.0,2.25,4.0,,,,,N must be divisible by block_n,6.0,1.0,4.0,5.0,3.0,4.0,2.0,4.0,7.0,5.0,1.0,4.0,6.0,7.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,
517,793,6_56,27,Non-binary / third gender,White or Caucasian,3.0,4.0,2.25,3.470588235,,,,,N must be divisible by block_n,2.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,5.0,5.0,1.0,4.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,
518,831,6_90,30,Male,White or Caucasian,5.0,2.0,1.375,3.411764706,,,,,N must be divisible by block_n,3.0,4.0,1.0,3.0,4.0,3.0,7.0,4.0,5.0,4.0,6.0,1.0,2.0,4.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,
519,833,6_92,36,Male,White or Caucasian,4.0,5.0,2.75,3.411764706,,,,,N must be divisible by block_n,2.0,1.0,4.0,3.0,2.0,3.0,2.0,5.0,6.0,3.0,3.0,2.0,5.0,3.0,4.0,6.0,4.0,,,,,,,,,,,,,,,,,
520,742,6_118,43,Female,White or Caucasian,nan,1.0,2.125,6.117647059,,,,,N must be divisible by block_n,7.0,4.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,7.0,1.0,,,,,,,,,,,,,,,,,
520,793,6_56,43,Female,White or Caucasian,nan,1.0,2.125,4.529411765,,,,,N must be divisible by block_n,1.0,1.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,1.0,7.0,1.0,4.0,4.0,7.0,7.0,1.0,,,,,,,,,,,,,,,,,
521,814,6_75,36,Female,"White or Caucasian,Asian,Native Hawaiian or Other Pacific Islander",3.0,nan,2.125,1.352941176,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,
521,799,6_61,36,Female,"White or Caucasian,Asian,Native Hawaiian or Other Pacific Islander",3.0,nan,2.125,1.882352941,,,,,N must be divisible by block_n,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,
522,775,6_4,81,Male,White or Caucasian,6.0,3.0,3.75,3.058823529,,,,,N must be divisible by block_n,2.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,
524,805,6_67,38,Male,White or Caucasian,3.0,4.0,1.5,3.0,,,,,N must be divisible by block_n,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,4.0,4.0,6.0,1.0,2.0,2.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,
524,814,6_75,38,Male,White or Caucasian,3.0,4.0,1.5,4.529411765,,,,,N must be divisible by block_n,5.0,4.0,4.0,4.0,6.0,4.0,5.0,4.0,4.0,4.0,6.0,4.0,3.0,6.0,6.0,4.0,4.0,,,,,,,,,,,,,,,,,
525,730,6_107,52,Male,White or Caucasian,6.0,4.0,1.875,3.294117647,,,,,N must be divisible by block_n,2.0,1.0,5.0,3.0,5.0,4.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,6.0,5.0,6.0,5.0,,,,,,,,,,,,,,,,,
529,736,6_112,57,Male,White or Caucasian,5.0,2.0,3.875,5.176470588,,,,,N must be divisible by block_n,3.0,5.0,7.0,5.0,5.0,5.0,7.0,7.0,5.0,6.0,6.0,1.0,4.0,7.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,
529,833,6_92,57,Male,White or Caucasian,5.0,2.0,3.875,1.058823529,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
529,805,6_67,57,Male,White or Caucasian,5.0,2.0,3.875,4.352941176,,,,,N must be divisible by block_n,6.0,5.0,5.0,4.0,6.0,5.0,5.0,1.0,5.0,3.0,5.0,2.0,5.0,1.0,5.0,6.0,5.0,,,,,,,,,,,,,,,,,
530,736,6_112,63,Male,Other,6.0,2.0,4.5,5.823529412,,,,,N must be divisible by block_n,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,,,,,,,,,,,,,,,,,
530,832,6_91,63,Male,Other,6.0,2.0,4.5,5.411764706,,,,,N must be divisible by block_n,6.0,6.0,5.0,5.0,4.0,6.0,7.0,6.0,6.0,5.0,6.0,4.0,5.0,6.0,6.0,6.0,3.0,,,,,,,,,,,,,,,,,
532,775,6_4,39,Female,White or Caucasian,6.0,3.0,3.125,1.647058824,,,,,N must be divisible by block_n,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,
535,805,6_67,25,Male,Other,5.0,nan,2.875,4.647058824,,,,,N must be divisible by block_n,6.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,,,,,,,,,,,,,,,,,
536,742,6_118,36,Male,Other,3.0,5.0,2.0,1.529411765,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
537,831,6_90,20,Female,White or Caucasian,5.0,2.0,4.125,1.588235294,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
538,736,6_112,68,Male,White or Caucasian,5.0,5.0,2.875,2.058823529,,,,,N must be divisible by block_n,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
538,833,6_92,68,Male,White or Caucasian,5.0,5.0,2.875,2.764705882,,,,,N must be divisible by block_n,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
539,793,6_56,43,Male,White or Caucasian,5.0,1.0,1.625,3.0,,,,,N must be divisible by block_n,1.0,1.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,4.0,1.0,1.0,3.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,
539,799,6_61,43,Male,White or Caucasian,5.0,1.0,1.625,5.0,,,,,N must be divisible by block_n,4.0,1.0,6.0,7.0,7.0,6.0,7.0,2.0,6.0,1.0,7.0,1.0,5.0,7.0,7.0,7.0,4.0,,,,,,,,,,,,,,,,,
541,831,6_90,55,Male,White or Caucasian,5.0,nan,3.0,3.0,,,,,N must be divisible by block_n,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,
541,832,6_91,55,Male,White or Caucasian,5.0,nan,3.0,2.176470588,,,,,N must be divisible by block_n,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
545,775,6_4,29,Male,Other,3.0,4.0,1.0,3.823529412,,,,,N must be divisible by block_n,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,
546,805,6_67,37,Male,White or Caucasian,3.0,2.0,1.875,4.294117647,,,,,N must be divisible by block_n,5.0,5.0,4.0,4.0,6.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,
547,730,6_107,51,Male,White or Caucasian,3.0,2.0,3.875,4.352941176,,,,,N must be divisible by block_n,5.0,4.0,5.0,5.0,5.0,6.0,4.0,2.0,6.0,1.0,4.0,4.0,5.0,2.0,5.0,6.0,5.0,,,,,,,,,,,,,,,,,
548,730,6_107,38,Male,White or Caucasian,4.0,1.0,1.0,4.352941176,,,,,N must be divisible by block_n,5.0,4.0,5.0,4.0,6.0,5.0,3.0,4.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,6.0,4.0,,,,,,,,,,,,,,,,,
550,793,6_56,56,Female,Asian,6.0,3.0,3.5,2.823529412,,,,,N must be divisible by block_n,4.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,
552,833,6_92,66,Female,White or Caucasian,3.0,3.0,2.75,2.941176471,,,,,N must be divisible by block_n,2.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
553,799,6_61,40,Female,White or Caucasian,5.0,3.0,1.875,6.588235294,,,,,N must be divisible by block_n,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,,,,,,,,,,,,,,,,,
554,831,6_90,56,Female,White or Caucasian,5.0,2.0,1.625,3.0,,,,,N must be divisible by block_n,1.0,1.0,2.0,4.0,1.0,3.0,5.0,6.0,6.0,2.0,1.0,2.0,2.0,5.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,
554,775,6_4,56,Female,White or Caucasian,5.0,2.0,1.625,2.235294118,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,
555,832,6_91,50,Female,White or Caucasian,2.0,2.0,1.875,5.0,,,,,N must be divisible by block_n,5.0,5.0,5.0,4.0,5.0,6.0,7.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,
556,831,6_90,32,Male,White or Caucasian,5.0,4.0,2.875,3.235294118,,,,,N must be divisible by block_n,2.0,2.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,2.0,6.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,
556,814,6_75,32,Male,White or Caucasian,5.0,4.0,2.875,1.411764706,,,,,N must be divisible by block_n,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,,,,,,,,,,,,,,,,,
557,833,6_92,39,Male,White or Caucasian,3.0,3.0,2.5,1.235294118,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
559,833,6_92,42,Male,White or Caucasian,6.0,1.0,4.75,2.411764706,,,,,N must be divisible by block_n,2.0,2.0,2.0,2.0,1.0,6.0,5.0,7.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
560,805,6_67,60,Male,White or Caucasian,5.0,3.0,4.125,4.294117647,,,,,N must be divisible by block_n,5.0,5.0,4.0,4.0,4.0,5.0,6.0,4.0,5.0,6.0,4.0,2.0,3.0,4.0,5.0,3.0,4.0,,,,,,,,,,,,,,,,,
561,736,6_112,32,Female,White or Caucasian,5.0,2.0,2.5,5.647058824,,,,,N must be divisible by block_n,5.0,1.0,7.0,5.0,6.0,5.0,7.0,6.0,5.0,7.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0,,,,,,,,,,,,,,,,,
562,793,6_56,54,Male,Black or African American,3.0,5.0,2.875,1.823529412,,,,,N must be divisible by block_n,1.0,2.0,1.0,2.0,1.0,1.0,2.0,6.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
565,742,6_118,36,Male,Black or African American,4.0,3.0,2.75,5.0,,,,,N must be divisible by block_n,5.0,5.0,6.0,6.0,6.0,2.0,6.0,7.0,5.0,2.0,6.0,1.0,3.0,7.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,
566,736,6_112,61,Female,White or Caucasian,2.0,4.0,1.75,5.117647059,,,,,N must be divisible by block_n,5.0,6.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,
566,832,6_91,61,Female,White or Caucasian,2.0,4.0,1.75,2.764705882,,,,,N must be divisible by block_n,5.0,2.0,1.0,1.0,1.0,1.0,6.0,4.0,6.0,6.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
567,799,6_61,33,Female,White or Caucasian,3.0,3.0,3.625,5.117647059,,,,,N must be divisible by block_n,4.0,5.0,5.0,6.0,5.0,7.0,3.0,4.0,7.0,6.0,5.0,2.0,5.0,6.0,7.0,5.0,5.0,,,,,,,,,,,,,,,,,
569,831,6_90,20,Male,White or Caucasian,2.0,2.0,1.375,4.117647059,,,,,N must be divisible by block_n,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,,,,,,,,,,,,,,,,,
569,814,6_75,20,Male,White or Caucasian,2.0,2.0,1.375,3.705882353,,,,,N must be divisible by block_n,3.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,
