participant_id,video_id,survey_batch_id,age,gender,race,education,income,sen_seek,human_perceived_msv,predicted_msv,human_emotional,human_arousing,human_involving,human_exciting,human_powerful_impact,human_stimulating,human_strong_visual,human_strong_soundeffect,human_dramatic,human_graphic,human_creative,human_goosebump,human_intense,human_strong_soundtrack,human_novel,human_unique,human_unusual,ai_emotional,ai_arousing,ai_involving,ai_exciting,ai_powerful_impact,ai_stimulating,ai_strong_visual,ai_strong_soundeffect,ai_dramatic,ai_graphic,ai_creative,ai_goosebump,ai_intense,ai_strong_soundtrack,ai_novel,ai_unique,ai_unusual
466,681,5_63,67,,White or Caucasian,5.0,1.0,1.125,1.705882353,2.2941176470588234,1.0,1.0,1.0,1.0,1.0,7.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,4,2,3,2,3,2,3,2,3,1,2,1,2,3,2,2,2
466,624,5_12,67,,White or Caucasian,5.0,1.0,1.125,3.647058824,1.7647058823529411,6.0,1.0,6.0,1.0,6.0,7.0,2.0,5.0,1.0,1.0,1.0,1.0,6.0,5.0,6.0,1.0,6.0,2,1,2,1,2,1,2,2,3,1,2,1,2,2,2,2,2
468,650,5_35,33,Male,Black or African American,5.0,5.0,4.375,1.705882353,2.823529411764706,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,3,4,2,4,3,2,1,5,1,2,3,4,3,2,2,2
468,712,5_91,33,Male,Black or African American,5.0,5.0,4.375,4.352941176,2.9411764705882355,1.0,4.0,4.0,7.0,1.0,7.0,7.0,7.0,1.0,7.0,7.0,1.0,4.0,7.0,4.0,1.0,4.0,2,2,3,3,2,3,4,3,2,1,5,1,2,5,4,4,4
470,712,5_91,72,Male,White or Caucasian,6.0,4.0,3.5,5.588235294,3.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,4.0,5.0,5.0,7.0,6.0,6.0,3,2,3,3,2,3,3,2,1,1,5,1,2,5,5,5,5
470,662,5_46,72,Male,White or Caucasian,6.0,4.0,3.5,1.235294118,2.2941176470588234,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1,2,2,2,2,3,3,4,2,2,3,1,2,4,2,2,2
470,650,5_35,72,Male,White or Caucasian,6.0,4.0,3.5,1.0,3.7058823529411766,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,4,5,3,6,4,3,2,6,1,3,5,5,4,2,2,2
471,708,5_88,22,Male,White or Caucasian,2.0,3.0,4.375,5.588235294,5.117647058823529,6.0,5.0,6.0,7.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,4,6,5,6,6,7,6,5,5,4,5,3,7,6,4,4,4
473,657,5_41,31,Male,White or Caucasian,5.0,3.0,3.875,4.058823529,3.4705882352941178,3.0,4.0,5.0,5.0,4.0,4.0,6.0,5.0,2.0,2.0,5.0,1.0,3.0,4.0,5.0,6.0,5.0,2,4,5,4,3,5,6,4,2,3,4,1,3,5,3,3,2
473,609,5_106,31,Male,White or Caucasian,5.0,3.0,3.875,4.235294118,2.0588235294117645,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,6.0,5.0,5.0,2.0,4.0,3.0,5.0,4.0,4.0,2,2,3,2,2,2,2,1,2,1,3,1,2,1,3,3,3
474,681,5_63,66,Female,White or Caucasian,3.0,4.0,1.5,1.176470588,2.764705882352941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,4,3,4,2,3,2,4,1,3,2,2,4,2,2,2
475,701,5_81,41,Male,White or Caucasian,5.0,3.0,1.375,2.352941176,1.3529411764705883,1.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,2.0,3.0,1.0,1.0,6.0,2.0,3.0,1.0,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2
476,643,5_29,36,Male,White or Caucasian,2.0,3.0,2.125,2.0,1.5294117647058822,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,2,2
477,690,5_71,54,Female,White or Caucasian,5.0,5.0,2.75,3.235294118,2.3529411764705883,3.0,3.0,3.0,2.0,2.0,3.0,5.0,5.0,3.0,4.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,2,2,2,3,2,3,4,2,2,2,3,1,2,4,2,2,2
478,667,5_50,34,Male,Black or African American,5.0,3.0,3.0,3.588235294,4.176470588235294,2.0,2.0,4.0,2.0,2.0,4.0,6.0,6.0,6.0,2.0,5.0,1.0,2.0,2.0,5.0,4.0,6.0,5,5,4,4,5,5,5,6,6,3,2,2,6,2,4,3,4
478,708,5_88,34,Male,Black or African American,5.0,3.0,3.0,2.411764706,4.117647058823529,2.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4,5,4,5,4,5,6,4,4,3,4,2,6,5,3,3,3
480,667,5_50,52,Male,White or Caucasian,3.0,6.0,1.875,3.294117647,2.3529411764705883,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,5.0,5.0,3,2,2,1,2,2,3,5,4,2,1,1,4,1,2,2,3
481,701,5_81,30,Male,White or Caucasian,5.0,5.0,2.875,3.529411765,2.588235294117647,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,4.0,3.0,2.0,5.0,3.0,5.0,3.0,2,3,3,3,2,3,4,2,2,2,3,1,2,4,3,3,2
481,624,5_12,30,Male,White or Caucasian,5.0,5.0,2.875,4.058823529,3.4705882352941178,5.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,6.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,3,3,4,3,4,3,4,3,5,2,3,2,4,4,4,4,4
484,650,5_35,23,Female,Asian,5.0,,1.625,3.470588235,2.235294117647059,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,4,2,3,1,3,2,2,1,4,1,2,2,3,2,2,2,2
484,681,5_63,23,Female,Asian,5.0,,1.625,4.0,2.6470588235294117,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,2,3,3,3,2,3,2,3,2,3,2,2,4,2,2,2
485,662,5_46,52,Male,White or Caucasian,3.0,1.0,1.625,1.0,1.6470588235294117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,2,2,1,1,3,2,1,1,2,1,1,3,2,2,2
486,650,5_35,66,Male,White or Caucasian,3.0,2.0,2.75,4.117647059,3.3529411764705883,6.0,4.0,5.0,3.0,6.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,6,4,5,2,5,4,3,2,5,2,3,4,4,2,2,2,2
486,657,5_41,66,Male,White or Caucasian,3.0,2.0,2.75,3.529411765,2.6470588235294117,3.0,5.0,5.0,2.0,5.0,5.0,6.0,4.0,5.0,5.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,2,3,4,3,2,3,5,4,1,2,3,1,2,4,2,2,2
489,690,5_71,22,Female,White or Caucasian,5.0,1.0,3.5,3.176470588,3.7058823529411766,1.0,1.0,4.0,5.0,4.0,6.0,5.0,5.0,4.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2,4,4,5,4,5,6,3,3,2,4,2,4,6,3,3,3
490,657,5_41,31,Male,White or Caucasian,4.0,3.0,1.625,1.176470588,2.3529411764705883,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,3,2,2,3,5,3,1,2,3,1,2,4,2,2,2
490,701,5_81,31,Male,White or Caucasian,4.0,3.0,1.625,1.0,2.411764705882353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,3,3,2,3,4,2,2,2,3,1,2,4,2,2,2
491,667,5_50,39,Male,White or Caucasian,4.0,3.0,4.0,5.411764706,4.647058823529412,7.0,5.0,6.0,6.0,6.0,7.0,7.0,5.0,7.0,6.0,4.0,2.0,6.0,4.0,4.0,5.0,5.0,6,5,5,4,6,6,4,6,7,4,2,3,7,1,4,4,5
493,662,5_46,81,Male,White or Caucasian,6.0,2.0,1.625,2.823529412,1.1176470588235294,1.0,1.0,1.0,1.0,2.0,2.0,5.0,7.0,3.0,5.0,5.0,1.0,3.0,7.0,2.0,1.0,1.0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1
493,609,5_106,81,Male,White or Caucasian,6.0,2.0,1.625,3.0,1.3529411764705883,2.0,1.0,3.0,3.0,1.0,2.0,4.0,3.0,4.0,5.0,4.0,1.0,3.0,4.0,2.0,4.0,5.0,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2
493,712,5_91,81,Male,White or Caucasian,6.0,2.0,1.625,5.176470588,1.8823529411764706,4.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,3.0,5.0,5.0,6.0,7.0,5.0,2,1,2,2,2,2,3,2,1,1,3,1,1,3,2,2,2
496,681,5_63,36,Male,White or Caucasian,5.0,3.0,2.375,3.941176471,3.1176470588235294,6.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,5.0,2.0,4.0,6.0,2.0,2.0,2.0,5,3,4,4,5,3,3,2,4,1,3,2,3,5,2,2,2
496,609,5_106,36,Male,White or Caucasian,5.0,3.0,2.375,4.294117647,1.8235294117647058,2.0,5.0,2.0,5.0,5.0,5.0,7.0,4.0,4.0,2.0,6.0,3.0,2.0,5.0,5.0,6.0,5.0,2,2,3,2,2,2,2,1,2,1,2,1,2,1,2,2,2
501,650,5_35,42,Male,White or Caucasian,4.0,3.0,2.125,1.352941176,2.4705882352941178,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,4,2,4,2,2,1,4,1,2,3,3,1,2,2,2
501,712,5_91,42,Male,White or Caucasian,4.0,3.0,2.125,2.882352941,2.411764705882353,2.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,6.0,1.0,1.0,5.0,3.0,2.0,3.0,2,2,3,3,2,3,3,2,1,1,4,1,1,4,3,3,3
502,708,5_88,34,Female,White or Caucasian,2.0,2.0,1.5,6.117647059,2.411764705882353,5.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,3.0,7.0,1.0,7.0,7.0,7.0,7.0,6.0,2,2,2,2,2,3,4,3,2,2,2,1,4,4,2,2,2
502,643,5_29,34,Female,White or Caucasian,2.0,2.0,1.5,3.941176471,1.4705882352941178,2.0,6.0,5.0,4.0,6.0,4.0,7.0,4.0,3.0,1.0,4.0,1.0,2.0,2.0,6.0,6.0,4.0,2,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,2
504,667,5_50,33,Male,Black or African American,6.0,3.0,4.0,3.882352941,4.352941176470588,4.0,4.0,5.0,5.0,4.0,5.0,2.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5,5,4,5,5,6,4,6,6,3,2,3,6,1,4,4,5
505,736,6_112,20,Female,Asian,3.0,5.0,2.5,5.588235294,2.7058823529411766,5.0,4.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,3,2,4,3,3,3,4,2,2,2,4,1,2,3,3,3,2
506,832,6_91,63,Female,Asian,6.0,5.0,1.5,4.529411765,1.6470588235294117,5.0,4.0,5.0,4.0,4.0,4.0,6.0,6.0,5.0,5.0,6.0,2.0,4.0,6.0,4.0,3.0,4.0,2,1,2,1,1,1,4,1,1,1,2,1,1,3,2,2,2
507,793,6_56,62,Male,White or Caucasian,1.0,2.0,2.375,2.823529412,2.823529411764706,1.0,1.0,1.0,4.0,5.0,7.0,6.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,6.0,1.0,2,2,3,3,2,3,4,4,2,3,4,1,2,3,4,3,3
507,775,6_4,62,Male,White or Caucasian,1.0,2.0,2.375,4.235294118,1.411764705882353,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,7.0,4.0,4.0,1.0,5.0,7.0,7.0,1,1,2,2,1,1,1,1,1,1,3,1,1,1,2,2,2
507,814,6_75,62,Male,White or Caucasian,1.0,2.0,2.375,1.0,2.0588235294117645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,4,1,3,2,1,1,2,1,2,1,1,3,2,2,2
509,805,6_67,33,Female,Asian,6.0,6.0,1.0,4.705882353,3.588235294117647,7.0,1.0,4.0,4.0,7.0,3.0,7.0,4.0,4.0,6.0,6.0,1.0,4.0,4.0,7.0,7.0,4.0,5,2,5,2,5,4,4,1,4,3,5,2,3,1,5,5,5
509,799,6_61,33,Female,Asian,6.0,6.0,1.0,3.764705882,2.0588235294117645,4.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2,1,2,1,2,1,1,1,3,2,3,1,2,1,4,4,4
511,742,6_118,27,Male,,3.0,1.0,3.5,3.647058824,2.0,2.0,2.0,4.0,5.0,4.0,1.0,3.0,3.0,5.0,5.0,6.0,6.0,4.0,5.0,2.0,2.0,3.0,2,2,3,2,2,2,3,2,2,1,2,1,1,3,2,2,2
512,742,6_118,20,Female,White or Caucasian,3.0,5.0,3.25,2.176470588,2.0588235294117645,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,5.0,6.0,3,2,3,2,2,2,3,2,2,1,2,1,1,3,2,2,2
513,831,6_90,28,Female,Other,2.0,3.0,3.75,3.823529412,3.4705882352941178,2.0,2.0,4.0,3.0,1.0,3.0,3.0,5.0,3.0,2.0,6.0,7.0,6.0,6.0,5.0,1.0,6.0,3,4,4,5,3,4,5,3,4,2,4,2,3,4,3,3,3
514,730,6_107,59,Female,White or Caucasian,2.0,1.0,2.375,4.647058824,2.176470588235294,4.0,4.0,7.0,4.0,5.0,5.0,7.0,4.0,5.0,1.0,6.0,1.0,6.0,5.0,5.0,6.0,4.0,4,2,3,2,3,2,2,2,3,1,2,1,2,2,2,2,2
514,833,6_92,59,Female,White or Caucasian,2.0,1.0,2.375,1.529411765,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2,2,3,2,2,2,4,1,1,1,3,1,1,1,3,3,2
517,799,6_61,28,Female,White or Caucasian,2.0,3.0,3.125,4.0,3.5294117647058822,6.0,1.0,4.0,5.0,3.0,4.0,2.0,4.0,7.0,5.0,1.0,4.0,6.0,7.0,4.0,4.0,1.0,4,3,4,4,3,4,2,2,5,2,5,2,4,1,5,5,5
517,793,6_56,28,Female,White or Caucasian,2.0,3.0,3.125,3.470588235,3.9411764705882355,2.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,5.0,5.0,1.0,4.0,3.0,4.0,4.0,4.0,2,4,5,5,3,5,6,6,2,2,5,2,4,3,5,4,4
518,831,6_90,36,Male,White or Caucasian,6.0,2.0,2.375,3.411764706,2.4705882352941178,3.0,4.0,1.0,3.0,4.0,3.0,7.0,4.0,5.0,4.0,6.0,1.0,2.0,4.0,1.0,2.0,4.0,3,2,3,3,2,3,4,2,3,2,3,1,2,3,2,2,2
519,833,6_92,30,Male,White or Caucasian,6.0,3.0,2.375,3.411764706,2.0,2.0,1.0,4.0,3.0,2.0,3.0,2.0,5.0,6.0,3.0,3.0,2.0,5.0,3.0,4.0,6.0,4.0,2,2,3,2,2,2,3,1,1,1,3,1,1,2,3,3,2
520,742,6_118,49,Female,"Black or African American,American Indian/Native American or Alaska Native",3.0,2.0,3.25,6.117647059,2.235294117647059,7.0,4.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,7.0,1.0,2,2,3,2,2,2,4,2,2,1,3,1,2,4,2,2,2
520,793,6_56,49,Female,"Black or African American,American Indian/Native American or Alaska Native",3.0,2.0,3.25,4.529411765,3.5294117647058822,1.0,1.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,1.0,7.0,1.0,4.0,4.0,7.0,7.0,1.0,2,3,4,4,3,4,5,6,2,3,5,1,2,4,4,4,4
521,814,6_75,23,Male,White or Caucasian,1.0,1.0,1.75,1.352941176,1.6470588235294117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,4,1,2,1,2,1,1,1,1,1,2,1,1,3,2,2,2
521,799,6_61,23,Male,White or Caucasian,1.0,1.0,1.75,1.882352941,2.3529411764705883,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3,2,3,2,2,2,2,1,3,1,3,1,2,1,4,4,4
522,775,6_4,33,Female,Black or African American,5.0,2.0,2.5,3.058823529,1.7647058823529411,2.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,2.0,2.0,2,1,2,2,1,2,1,1,1,1,4,1,1,1,3,3,3
524,805,6_67,55,Female,White or Caucasian,3.0,2.0,1.0,3.0,2.4705882352941178,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,4.0,4.0,6.0,1.0,2.0,2.0,3.0,4.0,4.0,4,2,4,2,3,2,3,1,3,2,3,1,2,1,3,3,3
524,814,6_75,55,Female,White or Caucasian,3.0,2.0,1.0,4.529411765,1.9411764705882353,5.0,4.0,4.0,4.0,6.0,4.0,5.0,4.0,4.0,4.0,6.0,4.0,3.0,6.0,6.0,4.0,4.0,5,1,4,1,3,1,1,1,1,1,2,1,1,4,2,2,2
525,730,6_107,22,Male,White or Caucasian,5.0,1.0,3.625,3.294117647,2.823529411764706,2.0,1.0,5.0,3.0,5.0,4.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,6.0,5.0,6.0,5.0,4,3,4,2,4,3,2,2,5,1,3,2,4,3,2,2,2
529,736,6_112,24,Female,White or Caucasian,2.0,,3.25,5.176470588,2.764705882352941,3.0,5.0,7.0,5.0,5.0,5.0,7.0,7.0,5.0,6.0,6.0,1.0,4.0,7.0,5.0,5.0,5.0,3,2,4,3,2,3,4,3,2,2,4,1,2,4,3,3,2
529,833,6_92,24,Female,White or Caucasian,2.0,,3.25,1.058823529,1.6470588235294117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2,2,1,2,3,1,1,1,2,1,1,1,2,2,2
529,805,6_67,24,Female,White or Caucasian,2.0,,3.25,4.352941176,3.176470588235294,6.0,5.0,5.0,4.0,6.0,5.0,5.0,1.0,5.0,3.0,5.0,2.0,5.0,1.0,5.0,6.0,5.0,5,2,5,2,5,3,3,1,3,3,4,2,3,1,4,4,4
530,736,6_112,54,Female,White or Caucasian,4.0,5.0,2.25,5.823529412,2.8823529411764706,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,4,2,5,3,3,3,4,3,2,2,4,1,2,3,3,3,2
530,832,6_91,54,Female,White or Caucasian,4.0,5.0,2.25,5.411764706,2.0588235294117645,6.0,6.0,5.0,5.0,4.0,6.0,7.0,6.0,6.0,5.0,6.0,4.0,5.0,6.0,6.0,6.0,3.0,3,2,2,2,2,2,4,1,2,1,3,1,1,3,2,2,2
532,775,6_4,34,Female,White or Caucasian,2.0,1.0,3.0,1.647058824,1.7647058823529411,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2,1,2,2,1,2,1,1,1,1,4,1,1,1,3,3,3
535,805,6_67,69,Female,White or Caucasian,6.0,4.0,2.5,4.647058824,2.7058823529411766,6.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,4,2,3,2,3,2,3,1,3,4,3,1,2,1,4,4,4
536,742,6_118,30,Male,White or Caucasian,5.0,5.0,3.625,1.529411765,2.1176470588235294,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2,2,2,2,2,3,4,2,2,1,2,1,2,3,2,2,2
537,831,6_90,39,Male,White or Caucasian,6.0,5.0,4.0,1.588235294,3.764705882352941,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,4,4,4,5,3,5,5,4,5,2,4,2,3,5,3,3,3
538,736,6_112,27,Female,White or Caucasian,3.0,1.0,2.5,2.058823529,2.7058823529411766,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,3,2,4,3,2,3,4,3,2,2,4,1,2,3,3,3,2
538,833,6_92,27,Female,White or Caucasian,3.0,1.0,2.5,2.764705882,1.588235294117647,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,2,1,2,2,1,2,3,1,1,1,2,1,1,1,2,2,2
539,793,6_56,22,Non-binary / third gender,White or Caucasian,3.0,1.0,2.25,3.0,2.764705882352941,1.0,1.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,4.0,1.0,1.0,3.0,4.0,5.0,4.0,2,2,3,3,2,3,4,4,2,2,4,1,2,3,4,3,3
539,799,6_61,22,Non-binary / third gender,White or Caucasian,3.0,1.0,2.25,5.0,3.823529411764706,4.0,1.0,6.0,7.0,7.0,6.0,7.0,2.0,6.0,1.0,7.0,1.0,5.0,7.0,7.0,7.0,4.0,5,4,5,4,4,4,3,1,5,3,5,2,4,1,5,5,5
541,831,6_90,27,Male,White or Caucasian,6.0,2.0,2.625,3.0,2.6470588235294117,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3,2,3,3,2,3,4,3,4,2,3,1,2,4,2,2,2
541,832,6_91,27,Male,White or Caucasian,6.0,2.0,2.625,2.176470588,2.2941176470588234,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3,2,3,2,2,2,4,1,2,1,3,1,2,3,3,3,2
545,775,6_4,62,Female,White or Caucasian,5.0,2.0,1.75,3.823529412,1.3529411764705883,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1,1,1,2,1,1,1,1,1,1,3,1,1,1,2,2,2
546,805,6_67,26,Male,Asian,5.0,5.0,2.25,4.294117647,2.4705882352941178,5.0,5.0,4.0,4.0,6.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4,2,3,2,3,2,3,1,2,4,3,1,2,1,3,3,3
547,730,6_107,35,Male,White or Caucasian,5.0,4.0,1.875,4.352941176,2.0,5.0,4.0,5.0,5.0,5.0,6.0,4.0,2.0,6.0,1.0,4.0,4.0,5.0,2.0,5.0,6.0,5.0,3,2,3,2,3,2,1,1,3,1,2,1,2,2,2,2,2
548,730,6_107,40,Female,White or Caucasian,3.0,4.0,1.625,4.352941176,2.235294117647059,5.0,4.0,5.0,4.0,6.0,5.0,3.0,4.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,6.0,4.0,4,2,3,2,3,2,2,1,4,1,2,1,3,2,2,2,2
550,793,6_56,41,Male,White or Caucasian,5.0,5.0,1.375,2.823529412,2.0,4.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0,1,1,2,2,1,2,4,3,1,1,3,1,1,2,3,3,3
552,833,6_92,68,Female,White or Caucasian,6.0,1.0,2.5,2.941176471,1.9411764705882353,2.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,2,2,3,2,2,2,3,1,1,1,3,1,1,1,3,3,2
553,799,6_61,19,Female,Black or African American,2.0,,2.5,6.588235294,3.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,4,3,4,3,3,3,2,1,3,1,5,1,2,1,5,5,5
554,831,6_90,31,Male,Asian,5.0,2.0,2.875,3.0,2.411764705882353,1.0,1.0,2.0,4.0,1.0,3.0,5.0,6.0,6.0,2.0,1.0,2.0,2.0,5.0,2.0,2.0,6.0,3,2,3,3,2,3,4,2,3,1,3,1,2,3,2,2,2
554,775,6_4,31,Male,Asian,5.0,2.0,2.875,2.235294118,1.9411764705882353,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,6.0,6.0,2,2,2,2,2,2,2,1,1,1,4,1,1,1,3,3,3
555,832,6_91,31,Female,Black or African American,5.0,2.0,1.625,5.0,2.0,5.0,5.0,5.0,4.0,5.0,6.0,7.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3,2,2,2,2,2,4,1,2,1,2,1,1,3,2,2,2
556,831,6_90,38,Female,White or Caucasian,5.0,3.0,3.75,3.235294118,3.6470588235294117,2.0,2.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,2.0,6.0,2.0,4.0,2.0,4,4,4,5,3,5,5,3,4,2,4,2,3,5,3,3,3
556,814,6_75,38,Female,White or Caucasian,5.0,3.0,3.75,1.411764706,2.3529411764705883,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,5,2,5,2,3,2,1,1,2,1,2,2,2,4,2,2,2
557,833,6_92,55,Male,White or Caucasian,5.0,3.0,1.375,1.235294118,1.3529411764705883,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2
559,833,6_92,53,Male,White or Caucasian,5.0,6.0,3.375,2.411764706,1.7647058823529411,2.0,2.0,2.0,2.0,1.0,6.0,5.0,7.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2,2,3,2,2,2,3,1,1,1,2,1,1,1,2,2,2
560,805,6_67,41,Female,White or Caucasian,6.0,5.0,2.625,4.294117647,2.6470588235294117,5.0,5.0,4.0,4.0,4.0,5.0,6.0,4.0,5.0,6.0,4.0,2.0,3.0,4.0,5.0,3.0,4.0,4,2,3,2,3,2,3,1,2,3,4,1,2,1,4,4,4
