participant_id,video_id,survey_batch_id,age,gender,race,education,income,sen_seek,human_perceived_msv,predicted_msv,cot_reasoning,thought_summary,example_pairs,raw_response,human_emotional,human_arousing,human_involving,human_exciting,human_powerful_impact,human_stimulating,human_strong_visual,human_strong_soundeffect,human_dramatic,human_graphic,human_creative,human_goosebump,human_intense,human_strong_soundtrack,human_novel,human_unique,human_unusual,ai_emotional,ai_arousing,ai_involving,ai_exciting,ai_powerful_impact,ai_stimulating,ai_strong_visual,ai_strong_soundeffect,ai_dramatic,ai_graphic,ai_creative,ai_goosebump,ai_intense,ai_strong_soundtrack,ai_novel,ai_unique,ai_unusual
376,531,4_36,52,Female,Asian,3.0,4.0,1.75,3.058823529,3.176470588235294,,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 3,
  ""exciting"": 3,
  ""strong_visual"": 3,
  ""arousing"": 3,
  ""involving"": 3,
  ""stimulating"": 3,
  ""powerful_impact"": 3,
  ""goosebump"": 3,
  ""intense"": 3,
  ""dramatic"": 3,
  ""graphic"": 3,
  ""creative"": 3,
  ""strong_soundtrack"": 3,
  ""strong_soundeffect"": 3
}
```",3.0,1.0,2.0,4.0,2.0,4.0,5.0,4.0,2.0,5.0,4.0,1.0,2.0,1.0,5.0,4.0,3.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
377,507,4_14,33,Female,White or Caucasian,2.0,2.0,3.25,6.235294118,3.3529411764705883,,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 3,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""arousing"": 3,
  ""involving"": 3,
  ""stimulating"": 3,
  ""powerful_impact"": 4,
  ""creative"": 3,
  ""graphic"": 2,
  ""goosebump"": 2,
  ""intense"": 3,
  ""strong_soundtrack"": 4,
  ""strong_soundeffect"": 4,
  ""dramatic"": 3
}
```",7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,1.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,3,3,3,4,4,3,4,4,3,2,3,2,3,4,4,4,4
377,525,4_30,33,Female,White or Caucasian,2.0,2.0,3.25,5.470588235,4.176470588235294,,,,"```json
{
  ""novel"": 6,
  ""unique"": 6,
  ""emotional"": 5,
  ""strong_visual"": 4,
  ""exciting"": 3,
  ""arousing"": 3,
  ""involving"": 5,
  ""stimulating"": 4,
  ""powerful_impact"": 5,
  ""strong_soundtrack"": 4,
  ""strong_soundeffect"": 3,
  ""dramatic"": 4,
  ""intense"": 3,
  ""goosebump"": 4,
  ""creative"": 5,
  ""graphic"": 2,
  ""unusual"": 5
}
```",7.0,1.0,7.0,4.0,7.0,7.0,7.0,7.0,4.0,1.0,6.0,1.0,6.0,7.0,7.0,7.0,7.0,5,3,5,3,5,4,4,3,4,2,5,4,3,4,6,6,5
378,537,4_41,52,Non-binary / third gender,White or Caucasian,5.0,1.0,2.875,4.0,4.588235294117647,,,,"{""novel"": 5, ""unique"": 6, ""emotional"": 5, ""exciting"": 4, ""strong_visual"": 5, ""arousing"": 4, ""involving"": 5, ""powerful_impact"": 5, ""stimulating"": 4, ""strong_soundeffect"": 4, ""dramatic"": 5, ""intense"": 4, ""strong_soundtrack"": 4, ""goosebump"": 4, ""graphic"": 5, ""creative"": 4, ""unusual"": 5}",4.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,6.0,3.0,2.0,6.0,6.0,2.0,3.0,3.0,5,4,5,4,5,4,5,4,5,5,4,4,4,4,5,6,5
379,559,4_61,45,Male,White or Caucasian,3.0,2.0,4.0,5.764705882,2.411764705882353,,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 3,
  ""exciting"": 3,
  ""strong_visual"": 3,
  ""arousing"": 2,
  ""involving"": 2,
  ""stimulating"": 2,
  ""powerful_impact"": 2,
  ""creative"": 3,
  ""graphic"": 1,
  ""goosebump"": 1,
  ""intense"": 1,
  ""dramatic"": 1,
  ""strong_soundtrack"": 3,
  ""strong_soundeffect"": 2
}
```",4.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,2.0,6.0,7.0,5.0,5.0,7.0,5.0,7.0,4.0,3,2,2,3,2,2,3,2,1,1,3,1,1,3,4,4,4
379,498,4_114,45,Male,White or Caucasian,3.0,2.0,4.0,1.117647059,4.0,,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 4,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""arousing"": 4,
  ""involving"": 4,
  ""stimulating"": 4,
  ""strong_soundeffect"": 4,
  ""dramatic"": 4,
  ""intense"": 4,
  ""strong_soundtrack"": 4,
  ""creative"": 4,
  ""graphic"": 4,
  ""goosebump"": 4,
  ""powerful_impact"": 4
}
```",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
381,520,4_26,56,Female,White or Caucasian,4.0,2.0,3.625,3.705882353,4.294117647058823,,,,"```json
{
  ""novel"": 6,
  ""unique"": 6,
  ""emotional"": 5,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""arousing"": 3,
  ""involving"": 5,
  ""powerful_impact"": 5,
  ""stimulating"": 4,
  ""strong_soundeffect"": 3,
  ""dramatic"": 5,
  ""intense"": 4,
  ""strong_soundtrack"": 3,
  ""goosebump"": 4,
  ""creative"": 4,
  ""graphic"": 3,
  ""unusual"": 5
}
```",4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,5,3,5,4,5,4,4,3,5,3,4,4,4,3,6,6,5
382,528,4_33,37,Female,White or Caucasian,3.0,3.0,3.5,5.294117647,4.0,,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 4,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""arousing"": 4,
  ""involving"": 4,
  ""stimulating"": 4,
  ""powerful_impact"": 4,
  ""strong_soundeffect"": 4,
  ""strong_soundtrack"": 4,
  ""dramatic"": 4,
  ""intense"": 4,
  ""goosebump"": 4,
  ""creative"": 4,
  ""graphic"": 4
}
```",4.0,4.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,4.0,6.0,2.0,4.0,6.0,5.0,6.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
383,559,4_61,61,Male,White or Caucasian,2.0,3.0,2.625,3.941176471,2.4705882352941178,,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 3,
  ""exciting"": 3,
  ""strong_visual"": 3,
  ""arousing"": 2,
  ""involving"": 3,
  ""stimulating"": 2,
  ""powerful_impact"": 2,
  ""goosebump"": 1,
  ""intense"": 1,
  ""dramatic"": 1,
  ""creative"": 3,
  ""graphic"": 1,
  ""strong_soundtrack"": 3,
  ""strong_soundeffect"": 2
}
```",3.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,3.0,5.0,3.0,3,2,3,3,2,2,3,2,1,1,3,1,1,3,4,4,4
383,524,4_3,61,Male,White or Caucasian,2.0,3.0,2.625,4.235294118,4.117647058823529,,,,"{""novel"": 4, ""unique"": 4, ""unusual"": 4, ""novel"": 4, ""emotional"": 5, ""exciting"": 5, ""strong_visual"": 4, ""dramatic"": 5, ""graphic"": 3, ""creative"": 4, ""goosebump"": 4, ""intense"": 4, ""strong_soundtrack"": 4, ""strong_soundeffect"": 4, ""arousing"": 4, ""involving"": 4, ""stimulating"": 4}",5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,5,4,4,5,4,4,4,4,5,3,4,4,4,4,4,4,4
383,537,4_41,61,Male,White or Caucasian,2.0,3.0,2.625,5.764705882,4.352941176470588,,,,"{""novel"": 5, ""unique"": 5, ""emotional"": 5, ""exciting"": 4, ""strong_visual"": 4, ""arousing"": 4, ""involving"": 4, ""powerful_impact"": 5, ""stimulating"": 4, ""strong_soundeffect"": 4, ""dramatic"": 5, ""intense"": 4, ""strong_soundtrack"": 4, ""graphic"": 4, ""creative"": 4, ""goosebump"": 4, ""unusual"": 5}",5.0,5.0,5.0,5.0,7.0,5.0,7.0,5.0,5.0,7.0,7.0,5.0,6.0,5.0,6.0,7.0,6.0,5,4,4,4,5,4,4,4,5,4,4,4,4,4,5,5,5
384,582,4_82,58,Male,Black or African American,6.0,3.0,3.0,3.470588235,4.0,,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""emotional"": 4,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""powerful_impact"": 4,
  ""arousing"": 4,
  ""stimulating"": 4,
  ""involving"": 4,
  ""intense"": 4,
  ""goosebump"": 4,
  ""dramatic"": 4,
  ""strong_soundtrack"": 4,
  ""strong_soundeffect"": 4,
  ""unusual"": 4,
  ""creative"": 4,
  ""graphic"": 4
}
```",4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
385,525,4_30,55,Male,Black or African American,4.0,3.0,4.0,4.117647059,4.176470588235294,,,,"```json
{
  ""novel"": 6,
  ""unique"": 6,
  ""emotional"": 5,
  ""strong_visual"": 4,
  ""exciting"": 4,
  ""arousing"": 3,
  ""involving"": 5,
  ""stimulating"": 4,
  ""powerful_impact"": 5,
  ""intense"": 4,
  ""dramatic"": 4,
  ""goosebump"": 4,
  ""creative"": 5,
  ""graphic"": 2,
  ""strong_soundtrack"": 3,
  ""strong_soundeffect"": 2,
  ""unusual"": 5,
  ""novel"": 6
}
```",5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,1.0,5.0,5.0,4.0,3.0,2.0,5,3,5,4,5,4,4,2,4,2,5,4,4,3,6,6,5
385,492,4_109,55,Male,Black or African American,4.0,3.0,4.0,2.235294118,4.176470588235294,,,,"{""novel"": 4, ""unique"": 4, ""unusual"": 4, ""emotional"": 5, ""exciting"": 5, ""strong_visual"": 4, ""arousing"": 4, ""involving"": 5, ""stimulating"": 4, ""strong_soundeffect"": 4, ""dramatic"": 4, ""intense"": 4, ""strong_soundtrack"": 4, ""goosebump"": 4, ""graphic"": 4, ""creative"": 4}",4.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4
386,534,4_39,72,Male,Black or African American,5.0,5.0,1.875,6.0,4.352941176470588,,,,"```json
{
  ""novel"": 6,
  ""unique"": 6,
  ""unusual"": 6,
  ""emotional"": 5,
  ""exciting"": 5,
  ""strong_visual"": 5,
  ""arousing"": 4,
  ""stimulating"": 4,
  ""involving"": 4,
  ""powerful_impact"": 4,
  ""strong_soundeffect"": 4,
  ""strong_soundtrack"": 4,
  ""dramatic"": 4,
  ""intense"": 4,
  ""goosebump"": 3,
  ""creative"": 3,
  ""graphic"": 3
}
```",6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,5.0,6.0,7.0,5.0,5.0,4.0,5,4,4,5,4,4,5,4,4,3,3,3,4,4,6,6,6
387,524,4_3,56,Male,American Indian/Native American or Alaska Native,5.0,1.0,2.0,4.588235294,4.352941176470588,,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 5,
  ""exciting"": 5,
  ""strong_visual"": 4,
  ""arousing"": 5,
  ""involving"": 5,
  ""stimulating"": 5,
  ""powerful_impact"": 5,
  ""goosebump"": 4,
  ""intense"": 4,
  ""dramatic"": 4,
  ""strong_soundtrack"": 4,
  ""strong_soundeffect"": 4,
  ""creative"": 4,
  ""graphic"": 4
}
```",3.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,3.0,4.0,1.0,5.0,7.0,4.0,4.0,4.0,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4
388,525,4_30,28,Female,White or Caucasian,5.0,4.0,1.5,5.176470588,4.176470588235294,,,,"```json
{
  ""novel"": 6,
  ""unique"": 6,
  ""unusual"": 5,
  ""emotional"": 5,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""arousing"": 3,
  ""involving"": 5,
  ""stimulating"": 4,
  ""powerful_impact"": 5,
  ""goosebump"": 4,
  ""intense"": 4,
  ""dramatic"": 4,
  ""creative"": 5,
  ""graphic"": 2,
  ""strong_soundtrack"": 3,
  ""strong_soundeffect"": 2
}
```",5.0,4.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,4.0,6.0,6.0,4.0,5.0,5.0,5,3,5,4,5,4,4,2,4,2,5,4,4,3,6,6,5
388,498,4_114,28,Female,White or Caucasian,5.0,4.0,1.5,2.941176471,2.588235294117647,,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 3,
  ""exciting"": 3,
  ""strong_visual"": 3,
  ""arousing"": 2,
  ""involving"": 2,
  ""stimulating"": 2,
  ""powerful_impact"": 2,
  ""strong_soundeffect"": 2,
  ""strong_soundtrack"": 2,
  ""dramatic"": 2,
  ""intense"": 2,
  ""goosebump"": 2,
  ""creative"": 3,
  ""graphic"": 2
}
```",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,5.0,3,2,2,3,2,2,3,2,2,2,3,2,2,2,4,4,4
390,531,4_36,50,Female,White or Caucasian,5.0,1.0,1.375,1.882352941,2.176470588235294,,,,"```json
{
  ""novel"": 3,
  ""unique"": 3,
  ""unusual"": 3,
  ""emotional"": 2,
  ""exciting"": 2,
  ""strong_visual"": 2,
  ""arousing"": 2,
  ""involving"": 2,
  ""stimulating"": 2,
  ""powerful_impact"": 2,
  ""creative"": 2,
  ""graphic"": 2,
  ""goosebump"": 2,
  ""intense"": 2,
  ""dramatic"": 2,
  ""strong_soundtrack"": 2,
  ""strong_soundeffect"": 2
}
```",1.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
391,537,4_41,47,Female,Black or African American,5.0,1.0,1.375,4.470588235,4.764705882352941,,,,"{""novel"": 6, ""unique"": 6, ""unusual"": 6, ""novelty"": 6, ""emotional"": 5, ""arousing"": 4, ""involving"": 5, ""exciting"": 4, ""powerful_impact"": 5, ""stimulating"": 4, ""strong_visual"": 5, ""strong_soundeffect"": 5, ""dramatic"": 5, ""graphic"": 5, ""creative"": 4, ""goosebump"": 4, ""intense"": 4, ""strong_soundtrack"": 4, ""emotional"": 5, ""arousing"": 4, ""involving"": 5, ""exciting"": 4, ""powerful_impact"": 5, ""stimulating"": 4, ""strong_visual"": 5, ""strong_soundeffect"": 5, ""dramatic"": 5, ""graphic"": 5, ""creative"": 4, ""goosebump"": 4, ""intense"": 4, ""strong_soundtrack"": 4, ""novel"": 6, ""unique"": 6, ""unusual"": 6}",5.0,4.0,4.0,4.0,5.0,4.0,6.0,4.0,4.0,6.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,5,4,5,4,5,4,5,5,5,5,4,4,4,4,6,6,6
391,492,4_109,47,Female,Black or African American,5.0,1.0,1.375,4.176470588,3.823529411764706,,,,"{""novel"": 3, ""unique"": 3, ""unusual"": 3, ""emotional"": 4, ""exciting"": 4, ""strong_visual"": 4, ""arousing"": 4, ""involving"": 4, ""stimulating"": 4, ""powerful_impact"": 4, ""goosebump"": 4, ""intense"": 4, ""dramatic"": 4, ""strong_soundtrack"": 4, ""strong_soundeffect"": 4, ""creative"": 4, ""graphic"": 4}",4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3
393,542,4_46,60,Female,White or Caucasian,5.0,3.0,2.0,3.588235294,4.0,,,,"{""novel"": 4, ""unique"": 4, ""emotional"": 4, ""exciting"": 4, ""strong_visual"": 4, ""powerful_impact"": 4, ""arousing"": 4, ""involving"": 4, ""stimulating"": 4, ""strong_soundeffect"": 4, ""dramatic"": 4, ""intense"": 4, ""strong_soundtrack"": 4, ""graphic"": 4, ""creative"": 4, ""goosebump"": 4, ""unusual"": 4}",4.0,2.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,4.0,2.0,5.0,2.0,4.0,4.0,5.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
394,511,4_18,26,Male,Black or African American,2.0,2.0,2.625,4.764705882,4.0,,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""emotional"": 4,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""powerful_impact"": 4,
  ""arousing"": 4,
  ""involving"": 4,
  ""stimulating"": 4,
  ""strong_soundeffect"": 4,
  ""dramatic"": 4,
  ""intense"": 4,
  ""strong_soundtrack"": 4,
  ""goosebump"": 4,
  ""creative"": 4,
  ""graphic"": 4,
  ""unusual"": 4
}
```",5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,6.0,6.0,2.0,6.0,5.0,5.0,5.0,5.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
394,498,4_114,26,Male,Black or African American,2.0,2.0,2.625,5.705882353,4.0,,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 4,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""arousing"": 4,
  ""involving"": 4,
  ""stimulating"": 4,
  ""powerful_impact"": 4,
  ""strong_soundeffect"": 4,
  ""strong_soundtrack"": 4,
  ""dramatic"": 4,
  ""intense"": 4,
  ""goosebump"": 4,
  ""creative"": 4,
  ""graphic"": 4
}
```",5.0,4.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,7.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
395,492,4_109,26,Male,White or Caucasian,3.0,3.0,2.5,1.117647059,3.1176470588235294,,,,"{""novel"": 3, ""unique"": 3, ""emotional"": 4, ""exciting"": 4, ""strong_visual"": 4, ""arousing"": 3, ""involving"": 4, ""stimulating"": 3, ""strong_soundeffect"": 3, ""dramatic"": 3, ""intense"": 3, ""strong_soundtrack"": 3, ""graphic"": 2, ""creative"": 3, ""goosebump"": 2, ""powerful_impact"": 3, ""unusual"": 3}",3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,3,4,4,3,3,4,3,3,2,3,2,3,3,3,3,3
395,582,4_82,26,Male,White or Caucasian,3.0,3.0,2.5,2.411764706,4.0,,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""emotional"": 4,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""powerful_impact"": 4,
  ""arousing"": 4,
  ""involving"": 4,
  ""stimulating"": 4,
  ""strong_soundeffect"": 4,
  ""dramatic"": 4,
  ""intense"": 4,
  ""strong_soundtrack"": 4,
  ""creative"": 4,
  ""goosebump"": 4,
  ""graphic"": 4,
  ""unusual"": 4
}
```",4.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,4.0,2.0,2.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
396,582,4_82,50,Female,White or Caucasian,5.0,6.0,1.5,4.0,3.9411764705882355,,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 4,
  ""arousing"": 3,
  ""involving"": 4,
  ""exciting"": 4,
  ""powerful_impact"": 4,
  ""stimulating"": 4,
  ""strong_visual"": 4,
  ""strong_soundeffect"": 4,
  ""strong_soundtrack"": 4,
  ""dramatic"": 4,
  ""intense"": 4,
  ""goosebump"": 4,
  ""creative"": 4,
  ""graphic"": 4
}
```",4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
397,498,4_114,63,Female,"White or Caucasian,American Indian/Native American or Alaska Native",3.0,5.0,1.375,2.470588235,2.588235294117647,,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 3,
  ""exciting"": 3,
  ""strong_visual"": 3,
  ""arousing"": 2,
  ""involving"": 2,
  ""stimulating"": 2,
  ""powerful_impact"": 2,
  ""goosebump"": 2,
  ""intense"": 2,
  ""dramatic"": 2,
  ""creative"": 3,
  ""graphic"": 2,
  ""strong_soundtrack"": 2,
  ""strong_soundeffect"": 2
}
```",4.0,7.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,5.0,4.0,1.0,1.0,2.0,3,2,2,3,2,2,3,2,2,2,3,2,2,2,4,4,4
398,566,4_68,34,Male,Black or African American,5.0,2.0,1.875,5.588235294,5.0588235294117645,,,,"```json
{
  ""novel"": 5,
  ""unique"": 5,
  ""emotional"": 6,
  ""exciting"": 6,
  ""strong_visual"": 5,
  ""arousing"": 4,
  ""involving"": 6,
  ""powerful_impact"": 6,
  ""stimulating"": 5,
  ""strong_soundeffect"": 4,
  ""dramatic"": 6,
  ""intense"": 5,
  ""strong_soundtrack"": 4,
  ""goosebump"": 5,
  ""creative"": 5,
  ""graphic"": 4,
  ""unusual"": 5
}
```",7.0,6.0,7.0,6.0,5.0,7.0,7.0,4.0,6.0,4.0,5.0,4.0,7.0,4.0,5.0,6.0,5.0,6,4,6,6,6,5,5,4,6,4,5,5,5,4,5,5,5
398,492,4_109,34,Male,Black or African American,5.0,2.0,1.875,2.705882353,3.9411764705882355,,,,"{""novel"": 3, ""unique"": 4, ""unusual"": 4, ""emotional"": 4, ""exciting"": 4, ""strong_visual"": 4, ""arousing"": 4, ""involving"": 4, ""stimulating"": 4, ""powerful_impact"": 4, ""strong_soundeffect"": 4, ""dramatic"": 4, ""intense"": 4, ""strong_soundtrack"": 4, ""creative"": 4, ""graphic"": 4, ""goosebump"": 4}",2.0,3.0,2.0,5.0,3.0,5.0,4.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,5.0,2.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
400,531,4_36,35,Male,White or Caucasian,4.0,3.0,1.5,1.0,3.0,,,,"```json
{
  ""novel"": 3,
  ""unique"": 3,
  ""unusual"": 3,
  ""emotional"": 3,
  ""exciting"": 3,
  ""arousing"": 3,
  ""stimulating"": 3,
  ""strong_visual"": 3,
  ""strong_soundeffect"": 3,
  ""strong_soundtrack"": 3,
  ""involving"": 3,
  ""powerful_impact"": 3,
  ""intense"": 3,
  ""dramatic"": 3,
  ""goosebump"": 3,
  ""creative"": 3,
  ""graphic"": 3
}
```",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
401,525,4_30,35,Male,White or Caucasian,2.0,1.0,2.5,6.176470588,3.235294117647059,,,,"```json
{
  ""novel"": 5,
  ""unique"": 5,
  ""emotional"": 4,
  ""strong_visual"": 4,
  ""exciting"": 3,
  ""arousing"": 2,
  ""involving"": 3,
  ""stimulating"": 3,
  ""powerful_impact"": 4,
  ""strong_soundtrack"": 3,
  ""strong_soundeffect"": 2,
  ""dramatic"": 3,
  ""intense"": 2,
  ""goosebump"": 2,
  ""creative"": 4,
  ""graphic"": 2,
  ""unusual"": 4
}
```",7.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,2.0,4,2,3,3,4,3,4,2,3,2,4,2,2,3,5,5,4
401,528,4_33,35,Male,White or Caucasian,2.0,1.0,2.5,4.764705882,3.411764705882353,,,,"```json
{
  ""novel"": 3,
  ""unique"": 3,
  ""unusual"": 3,
  ""emotional"": 4,
  ""exciting"": 3,
  ""strong_visual"": 4,
  ""arousing"": 3,
  ""involving"": 4,
  ""stimulating"": 3,
  ""powerful_impact"": 4,
  ""strong_soundeffect"": 4,
  ""strong_soundtrack"": 4,
  ""dramatic"": 4,
  ""intense"": 3,
  ""goosebump"": 3,
  ""creative"": 4,
  ""graphic"": 2
}
```",6.0,7.0,2.0,7.0,6.0,6.0,2.0,3.0,5.0,7.0,6.0,7.0,6.0,2.0,1.0,7.0,1.0,4,3,4,3,4,3,4,4,4,2,4,3,3,4,3,3,3
402,537,4_41,51,Male,White or Caucasian,3.0,1.0,2.875,1.705882353,4.588235294117647,,,,"{""novel"": 5, ""unique"": 5, ""unusual"": 5, ""novelty"": 5, ""emotional"": 5, ""arousing"": 4, ""involving"": 5, ""exciting"": 4, ""powerful_impact"": 5, ""stimulating"": 4, ""strong_visual"": 5, ""strong_soundeffect"": 4, ""dramatic"": 5, ""intense"": 5, ""strong_soundtrack"": 4, ""graphic"": 5, ""creative"": 4, ""goosebump"": 4}",3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,5,4,5,4,5,4,5,4,5,5,4,4,5,4,5,5,5
403,643,5_29,32,Male,White or Caucasian,6.0,5.0,1.375,3.411764706,3.0,,,,"```json
{
  ""novel"": 3,
  ""unique"": 3,
  ""emotional"": 3,
  ""exciting"": 3,
  ""strong_visual"": 3,
  ""powerful_impact"": 3,
  ""arousing"": 3,
  ""involving"": 3,
  ""stimulating"": 3,
  ""strong_soundeffect"": 3,
  ""dramatic"": 3,
  ""intense"": 3,
  ""strong_soundtrack"": 3,
  ""creative"": 3,
  ""graphic"": 3,
  ""goosebump"": 3,
  ""unusual"": 3
}
```",4.0,1.0,1.0,4.0,5.0,1.0,7.0,1.0,5.0,4.0,4.0,1.0,5.0,4.0,3.0,4.0,4.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
405,708,5_88,44,Female,Black or African American,5.0,1.0,2.125,3.823529412,6.0,,,,"{""novel"": 6, ""unique"": 6, ""unusual"": 6, ""emotional"": 6, ""exciting"": 6, ""strong_visual"": 6, ""arousing"": 6, ""involving"": 6, ""stimulating"": 6, ""strong_soundeffect"": 6, ""dramatic"": 6, ""intense"": 6, ""strong_soundtrack"": 6, ""goosebump"": 6, ""creative"": 6, ""graphic"": 6, ""powerful_impact"": 6}",3.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
